DateKey,ProductKey,SupplierKey,StockReceived,StockSold,StockOnHand
71,3,19,232,175,57
551,17,1,105,50,55
6,16,1,399,124,275
552,24,9,439,244,195
289,31,6,98,69,29
527,17,21,489,416,73
553,16,23,453,85,368
554,7,3,475,113,362
730,22,25,293,258,35
352,24,10,475,38,437
555,22,18,104,66,38
338,31,17,484,225,259
106,17,10,232,195,37
232,7,15,347,179,168
394,28,15,444,360,84
448,43,1,425,415,10
147,13,19,299,242,57
99,17,7,193,99,94
447,15,10,304,16,288
556,17,25,385,82,303
147,4,1,185,162,23
730,14,15,406,288,118
102,43,10,203,75,128
155,21,12,198,68,130
730,9,25,412,292,120
471,30,4,125,27,98
393,14,19,119,106,13
301,22,3,377,72,305
557,14,10,236,105,131
558,28,23,92,49,43
199,23,4,454,16,438
26,43,23,247,187,60
559,30,8,270,151,119
517,36,18,135,47,88
216,28,24,353,26,327
730,36,19,307,273,34
402,11,15,88,3,85
409,1,14,278,217,61
452,17,12,95,60,35
560,1,10,222,7,215
561,9,24,397,304,93
562,5,19,72,57,15
514,4,4,413,358,55
294,1,14,142,92,50
563,1,4,204,200,4
564,3,15,252,139,113
730,31,18,93,12,81
546,9,12,313,47,266
565,5,7,288,247,41
566,23,25,54,34,20
410,22,6,409,47,362
567,9,17,498,334,164
459,24,17,490,258,232
118,36,18,281,88,193
162,23,15,485,68,417
386,7,10,77,16,61
568,21,6,54,21,33
280,43,24,219,49,170
539,21,17,493,259,234
404,4,7,209,179,30
171,30,25,285,31,254
82,13,3,339,102,237
148,24,8,337,56,281
142,36,10,407,251,156
208,23,19,494,385,109
343,43,15,61,55,6
101,11,9,347,167,180
154,36,21,284,228,56
170,5,5,246,233,13
246,14,19,109,57,52
569,9,21,153,13,140
341,3,10,59,2,57
351,21,11,481,56,425
349,22,19,85,27,58
245,7,14,449,42,407
570,21,5,339,164,175
730,15,21,300,284,16
730,3,12,111,38,73
550,36,4,389,330,59
415,16,23,197,111,86
125,5,10,113,78,35
730,4,4,89,61,28
255,13,18,496,494,2
571,4,18,168,97,71
392,43,14,318,126,192
228,3,6,411,401,10
259,7,3,192,103,89
530,4,24,170,62,108
730,3,25,133,7,126
274,1,14,427,361,66
292,22,1,407,93,314
136,11,7,469,63,406
572,7,1,87,1,86
360,23,21,203,14,189
115,28,24,461,162,299
452,3,15,177,138,39
527,3,21,317,23,294
173,15,17,391,171,220
95,21,9,270,230,40
140,16,3,311,243,68
444,31,12,441,246,195
730,16,24,131,121,10
573,36,15,307,64,243
93,15,6,429,310,119
730,16,15,135,81,54
574,23,19,141,61,80
211,14,24,73,52,21
730,9,11,89,27,62
242,22,17,307,299,8
258,16,8,492,378,114
575,28,10,264,123,141
222,28,6,330,231,99
506,7,23,236,135,101
179,9,18,349,45,304
576,3,6,307,126,181
235,22,10,116,38,78
324,14,8,139,94,45
305,4,17,304,269,35
577,16,6,457,25,432
578,28,19,423,201,222
140,9,21,318,130,188
540,28,24,472,6,466
730,3,5,326,47,279
317,7,5,474,413,61
58,4,12,474,317,157
232,24,1,497,248,249
415,5,24,483,414,69
302,43,17,318,2,316
296,36,4,121,21,100
548,14,24,473,345,128
730,7,11,255,149,106
56,30,1,105,9,96
281,13,17,492,344,148
6,17,7,374,250,124
30,13,3,159,29,130
33,1,9,137,28,109
185,21,23,455,204,251
242,43,12,465,270,195
730,31,25,114,102,12
247,7,24,384,117,267
535,21,6,494,483,11
579,14,1,146,74,72
386,22,4,490,313,177
212,17,4,213,211,2
502,22,12,417,61,356
580,36,17,477,401,76
581,17,5,258,139,119
237,1,19,406,48,358
502,21,12,310,7,303
582,43,17,398,159,239
583,4,24,160,72,88
584,21,3,484,167,317
497,31,6,430,384,46
98,3,14,179,57,122
585,31,24,106,76,30
586,31,5,332,238,94
507,24,24,190,172,18
191,1,3,290,98,192
730,13,17,281,269,12
587,21,10,364,88,276
76,43,15,340,40,300
334,21,1,107,26,81
90,14,12,323,323,0
588,43,19,250,62,188
197,36,9,323,288,35
562,15,5,238,15,223
113,4,7,323,289,34
260,22,4,241,210,31
589,11,11,385,29,356
83,4,12,53,1,52
95,4,25,132,108,24
301,13,5,429,337,92
563,22,6,178,151,27
237,43,17,221,77,144
219,21,18,347,32,315
542,15,6,271,124,147
590,17,12,98,22,76
316,3,6,289,123,166
112,5,9,111,39,72
387,31,25,248,215,33
730,28,9,77,20,57
730,22,18,496,282,214
591,28,6,232,80,152
592,30,12,124,46,78
209,7,17,373,139,234
82,22,25,105,90,15
78,13,21,272,206,66
593,24,18,214,33,181
730,9,12,298,48,250
522,24,18,96,87,9
138,24,23,193,148,45
399,23,7,222,65,157
39,21,1,153,87,66
476,28,5,281,116,165
125,17,3,435,429,6
207,14,3,111,88,23
554,36,8,230,190,40
434,22,14,274,24,250
34,16,4,383,339,44
594,1,7,262,120,142
330,13,25,260,2,258
21,3,24,215,158,57
75,14,14,336,169,167
551,31,8,231,71,160
381,15,15,283,13,270
58,30,7,350,338,12
156,9,24,341,273,68
64,9,6,347,112,235
111,43,9,269,214,55
460,14,3,267,215,52
730,30,25,191,176,15
412,30,8,447,175,272
173,4,15,438,156,282
595,1,4,118,65,53
42,7,14,248,243,5
395,7,25,111,6,105
596,23,25,111,101,10
730,7,18,310,84,226
502,21,8,412,225,187
730,5,5,281,152,129
730,31,5,458,101,357
138,11,23,419,261,158
252,21,5,359,193,166
370,13,8,153,134,19
597,16,19,391,66,325
730,31,24,319,286,33
496,23,18,166,16,150
27,36,10,453,109,344
450,30,5,143,10,133
497,21,10,326,183,143
233,1,3,493,493,0
598,15,10,422,111,311
730,21,6,433,355,78
730,30,7,198,63,135
288,3,19,312,219,93
599,36,15,441,3,438
47,28,1,100,67,33
730,11,24,491,452,39
202,1,9,472,175,297
730,36,8,381,301,80
600,28,10,200,24,176
122,24,3,123,96,27
99,11,14,238,82,156
241,1,4,248,41,207
352,21,18,454,134,320
418,16,3,417,111,306
580,13,21,117,60,57
10,3,24,447,155,292
438,14,11,394,302,92
254,24,6,480,133,347
437,43,14,160,115,45
173,11,19,484,466,18
74,23,4,378,272,106
180,9,3,301,243,58
730,21,24,230,31,199
46,23,17,500,111,389
154,14,23,301,229,72
730,9,1,464,388,76
164,17,5,306,150,156
81,15,18,168,148,20
113,9,1,379,171,208
451,11,25,197,57,140
465,9,7,113,66,47
592,43,23,90,6,84
601,11,6,121,52,69
4,1,24,175,85,90
214,43,7,167,126,41
564,28,17,343,153,190
431,17,8,395,98,297
219,21,24,290,179,111
312,15,19,394,191,203
602,24,9,325,15,310
464,14,5,469,370,99
210,31,12,252,240,12
1,22,4,399,36,363
430,28,25,88,39,49
112,3,18,180,100,80
570,17,1,167,50,117
469,36,9,260,245,15
603,36,21,231,135,96
730,17,5,159,118,41
299,14,1,128,123,5
513,1,7,405,183,222
80,23,5,288,215,73
151,13,18,176,67,109
348,9,3,403,191,212
730,4,8,229,13,216
604,5,4,452,242,210
605,43,5,397,183,214
178,28,12,297,146,151
224,7,21,131,5,126
606,43,23,259,140,119
526,5,15,322,132,190
412,21,9,223,202,21
730,13,18,58,28,30
146,28,25,203,99,104
225,22,19,441,97,344
32,1,8,454,243,211
201,23,18,279,240,39
341,30,19,170,64,106
18,23,18,356,80,276
254,4,6,61,44,17
229,11,17,496,330,166
384,17,14,268,123,145
427,23,23,113,75,38
520,24,4,409,196,213
58,21,18,427,95,332
304,4,18,149,143,6
333,22,14,86,15,71
48,43,11,229,135,94
66,17,12,288,128,160
549,4,5,145,51,94
730,13,11,346,45,301
98,24,18,432,64,368
83,17,8,151,97,54
730,24,6,385,77,308
539,15,10,266,58,208
98,13,24,427,98,329
457,23,17,200,150,50
428,21,15,107,78,29
455,4,23,365,15,350
129,21,24,232,65,167
568,9,23,74,66,8
377,21,24,210,170,40
296,9,6,288,54,234
17,31,23,158,130,28
730,21,1,279,252,27
607,21,6,51,45,6
341,4,19,222,66,156
325,14,12,161,132,29
118,13,1,404,128,276
730,11,7,136,38,98
608,21,17,357,150,207
120,21,9,332,99,233
730,36,9,447,441,6
609,36,23,300,3,297
175,9,8,57,5,52
414,14,1,260,248,12
185,43,15,488,198,290
195,9,14,226,120,106
382,21,18,336,160,176
610,43,21,436,427,9
730,36,11,89,89,0
34,28,18,236,132,104
549,13,18,234,185,49
39,4,23,453,380,73
578,21,6,436,317,119
611,13,18,289,68,221
336,23,17,214,55,159
557,9,11,281,102,179
29,5,8,483,450,33
555,11,3,447,5,442
730,4,4,180,115,65
470,16,7,118,65,53
349,21,4,85,37,48
517,21,23,310,177,133
532,4,10,214,199,15
189,30,23,225,206,19
612,15,6,89,64,25
371,31,9,398,97,301
334,21,21,185,169,16
514,36,19,371,36,335
14,14,4,98,20,78
261,21,18,75,60,15
47,24,3,143,50,93
401,22,9,275,202,73
28,5,6,322,187,135
730,13,18,349,187,162
158,22,25,299,36,263
307,7,18,347,223,124
730,17,1,132,29,103
552,17,8,214,124,90
509,16,5,322,37,285
450,16,21,196,19,177
11,28,15,271,127,144
488,36,4,383,331,52
62,4,12,347,249,98
613,31,12,455,105,350
57,9,5,402,340,62
380,36,6,263,168,95
34,9,12,115,32,83
420,17,25,481,112,369
126,43,10,346,189,157
614,17,18,363,172,191
417,5,8,69,32,37
57,1,7,282,191,91
194,21,3,57,56,1
243,15,1,106,62,44
730,23,25,369,191,178
58,11,17,143,82,61
109,23,15,143,17,126
615,3,6,293,159,134
335,30,14,373,259,114
434,5,1,238,160,78
616,1,1,59,46,13
188,17,23,117,20,97
553,7,14,464,215,249
84,24,12,413,194,219
273,31,5,140,3,137
80,15,8,103,101,2
15,3,5,174,155,19
506,14,25,112,11,101
258,17,1,305,288,17
569,7,15,436,40,396
109,3,1,321,317,4
211,21,19,422,357,65
259,3,9,71,36,35
63,16,18,479,83,396
617,21,5,367,25,342
107,7,25,377,222,155
568,23,12,135,17,118
53,23,17,341,11,330
461,3,17,213,108,105
140,7,15,80,38,42
730,30,24,143,103,40
618,1,24,268,243,25
619,24,3,226,178,48
356,17,12,79,35,44
730,23,14,182,155,27
109,22,11,388,222,166
730,17,24,496,458,38
730,36,24,259,254,5
51,1,8,84,51,33
293,1,15,357,292,65
536,14,8,319,64,255
227,7,14,349,315,34
63,23,8,357,117,240
118,9,25,207,150,57
43,1,1,258,159,99
262,1,8,431,303,128
730,7,24,228,172,56
730,31,4,75,22,53
620,13,10,316,160,156
730,5,7,446,27,419
621,21,4,86,19,67
78,21,25,60,34,26
66,4,11,273,163,110
269,5,4,401,198,203
242,5,19,330,190,140
382,13,11,171,123,48
226,9,19,322,14,308
575,24,1,397,203,194
125,1,14,79,64,15
184,13,14,415,77,338
730,14,19,100,87,13
178,21,17,102,15,87
622,3,10,336,36,300
612,24,4,337,283,54
623,4,17,80,18,62
430,14,1,79,76,3
612,43,5,279,207,72
624,16,7,150,61,89
122,43,23,60,20,40
289,13,8,103,87,16
369,22,17,464,26,438
730,30,18,132,26,106
28,14,4,327,6,321
259,7,17,357,51,306
282,9,24,248,139,109
83,28,8,321,242,79
13,3,14,112,16,96
537,15,5,88,20,68
730,5,4,127,125,2
213,4,19,489,169,320
625,28,11,90,24,66
626,23,6,432,234,198
489,7,3,341,185,156
286,15,15,295,172,123
429,21,12,308,165,143
627,21,18,345,27,318
491,14,21,353,236,117
730,28,5,411,404,7
628,1,18,158,101,57
236,22,3,352,183,169
574,11,21,219,123,96
629,1,4,193,10,183
160,9,18,135,12,123
407,36,6,193,86,107
131,17,1,158,130,28
524,31,24,424,229,195
566,7,19,197,52,145
560,11,17,445,87,358
217,24,3,272,120,152
51,11,4,88,73,15
472,24,24,322,234,88
16,14,21,369,196,173
302,22,15,366,14,352
333,23,12,413,249,164
536,21,25,84,49,35
730,28,18,348,244,104
304,28,4,205,118,87
91,22,10,327,27,300
405,1,1,407,362,45
467,30,4,228,186,42
157,4,17,130,99,31
49,23,4,354,108,246
282,5,15,174,105,69
444,36,24,341,305,36
149,36,10,196,81,115
630,23,11,414,278,136
94,21,25,110,30,80
512,14,21,364,270,94
730,16,17,456,147,309
291,30,18,57,46,11
730,16,19,395,356,39
489,14,17,258,141,117
413,14,23,454,385,69
581,3,12,436,410,26
346,3,10,206,125,81
242,16,21,111,37,74
157,23,7,197,109,88
343,14,25,479,13,466
543,30,24,275,275,0
588,22,7,68,18,50
14,13,1,212,75,137
200,13,19,410,277,133
475,24,15,435,288,147
553,16,4,355,225,130
224,13,12,406,333,73
441,13,1,165,137,28
176,3,11,432,408,24
51,13,25,108,10,98
631,28,6,454,389,65
174,36,4,124,47,77
520,16,5,149,50,99
125,1,10,99,77,22
632,17,7,310,281,29
268,43,25,347,293,54
38,14,17,294,148,146
301,7,5,474,235,239
255,15,19,313,151,162
200,4,19,79,60,19
547,9,9,60,50,10
471,16,21,408,276,132
370,11,8,173,19,154
730,21,14,337,73,264
66,28,14,236,216,20
633,14,11,196,107,89
206,4,25,480,463,17
337,21,19,192,166,26
560,4,7,412,303,109
550,43,15,178,154,24
189,3,18,447,27,420
259,11,25,471,423,48
421,14,8,428,394,34
467,31,1,62,31,31
634,30,11,229,202,27
364,24,7,75,5,70
635,11,12,315,231,84
730,9,19,405,395,10
501,36,14,286,107,179
20,31,12,126,57,69
512,14,17,270,241,29
331,7,19,262,228,34
375,43,11,366,112,254
143,43,17,145,35,110
67,23,24,342,294,48
533,16,9,202,59,143
325,14,14,343,84,259
285,13,6,120,24,96
569,17,6,326,299,27
730,5,7,184,29,155
500,23,17,121,64,57
348,1,6,395,302,93
636,28,9,490,66,424
190,22,1,91,59,32
637,15,17,440,439,1
14,11,5,66,24,42
564,15,4,354,241,113
147,7,11,100,68,32
638,36,15,493,60,433
520,7,7,381,176,205
277,23,5,232,52,180
730,15,17,427,114,313
289,13,7,321,99,222
473,4,23,367,266,101
730,3,6,54,18,36
147,22,17,399,103,296
219,14,1,468,439,29
602,23,19,302,55,247
308,17,17,286,273,13
639,16,12,449,341,108
531,28,7,67,52,15
323,24,23,92,33,59
554,11,17,440,113,327
151,7,15,484,152,332
374,21,10,441,289,152
617,7,18,383,44,339
529,1,15,289,187,102
208,21,9,367,218,149
370,21,8,347,284,63
730,21,1,479,473,6
730,31,17,282,195,87
540,3,10,349,220,129
593,21,18,477,403,74
523,22,15,456,218,238
640,3,12,122,121,1
20,31,5,394,58,336
299,15,23,51,39,12
104,5,18,361,73,288
318,14,24,150,107,43
217,22,21,460,424,36
273,31,11,267,53,214
315,43,17,346,203,143
485,13,10,145,79,66
472,28,9,186,81,105
641,24,11,105,69,36
730,1,25,102,32,70
372,30,4,282,10,272
118,11,25,214,148,66
415,28,25,398,90,308
173,43,24,302,210,92
563,21,19,150,59,91
730,9,23,312,263,49
35,21,7,431,23,408
58,23,6,268,75,193
332,43,6,274,211,63
408,43,21,51,24,27
542,9,4,372,366,6
410,5,19,296,292,4
201,3,9,115,42,73
642,22,1,181,128,53
286,31,18,445,147,298
189,11,6,289,109,180
359,9,14,410,118,292
730,16,11,226,85,141
278,21,19,169,165,4
117,5,14,223,208,15
481,21,14,446,193,253
730,16,5,434,326,108
730,36,8,429,19,410
312,11,11,278,274,4
391,21,5,253,85,168
14,16,12,50,2,48
730,36,1,152,145,7
617,7,24,154,138,16
506,13,8,481,284,197
321,3,4,247,223,24
595,30,19,105,26,79
168,36,9,368,8,360
23,11,15,341,2,339
470,21,5,197,123,74
360,11,14,228,94,134
370,7,11,337,3,334
643,36,8,424,208,216
467,13,8,177,156,21
605,23,25,400,148,252
644,13,19,383,315,68
730,23,10,201,68,133
298,21,9,396,224,172
219,43,21,500,386,114
386,17,24,177,94,83
466,13,14,214,70,144
506,3,14,219,86,133
571,7,14,162,152,10
228,28,21,281,260,21
228,17,23,181,51,130
223,28,15,160,13,147
251,30,7,83,10,73
730,36,11,110,81,29
645,3,23,423,354,69
231,4,4,205,88,117
3,22,15,139,75,64
134,1,7,216,17,199
128,16,25,318,169,149
116,11,3,432,225,207
560,16,3,235,173,62
343,23,23,109,84,25
264,7,10,119,23,96
213,23,8,328,39,289
300,11,17,354,206,148
69,5,21,417,316,101
345,9,23,337,151,186
24,13,25,291,172,119
478,22,19,496,44,452
418,14,14,395,336,59
292,23,23,122,42,80
457,43,17,499,383,116
144,15,19,143,132,11
234,1,9,62,38,24
126,30,12,244,197,47
730,28,14,303,95,208
434,9,3,265,77,188
646,22,6,451,308,143
730,1,17,496,466,30
627,30,15,110,31,79
476,24,15,300,279,21
647,5,15,361,150,211
97,15,11,112,43,69
456,21,15,74,72,2
76,30,24,320,299,21
67,22,7,172,136,36
187,11,24,366,316,50
84,4,11,162,73,89
374,1,12,121,60,61
528,24,3,430,103,327
404,21,1,158,87,71
162,9,18,433,22,411
561,36,7,294,23,271
155,15,15,495,332,163
503,15,21,500,440,60
520,21,19,198,94,104
594,4,1,207,25,182
403,22,1,167,57,110
415,3,21,74,38,36
294,24,24,200,17,183
161,15,6,73,28,45
75,24,12,431,233,198
406,4,8,418,216,202
9,7,3,473,133,340
168,16,19,403,298,105
730,22,11,394,234,160
406,14,10,379,299,80
648,15,15,178,48,130
598,22,3,133,39,94
255,17,21,407,274,133
163,21,6,355,129,226
341,21,3,302,202,100
187,31,11,497,252,245
538,4,10,187,185,2
394,5,6,168,150,18
56,16,21,337,211,126
357,4,9,429,206,223
649,17,12,366,162,204
38,23,24,101,85,16
272,14,5,209,177,32
500,14,4,412,396,16
375,28,11,302,148,154
58,24,1,482,332,150
318,43,24,256,91,165
6,16,6,441,367,74
495,4,19,172,124,48
650,21,25,324,56,268
651,23,23,89,89,0
274,30,8,299,105,194
730,9,23,446,60,386
10,5,12,258,1,257
303,3,19,182,66,116
628,31,18,428,138,290
401,36,19,380,333,47
612,4,7,86,17,69
635,23,15,190,93,97
570,17,4,392,233,159
730,3,5,271,175,96
255,43,6,132,118,14
730,43,18,176,29,147
730,22,7,187,34,153
305,1,10,97,96,1
94,21,19,89,8,81
364,4,3,110,48,62
510,23,1,461,123,338
566,30,8,326,49,277
335,23,5,465,163,302
353,7,23,311,273,38
367,36,24,392,128,264
652,43,8,366,128,238
653,4,1,187,159,28
121,3,19,121,22,99
654,7,21,292,60,232
206,21,7,385,79,306
14,30,11,483,402,81
655,31,6,271,33,238
531,15,23,290,71,219
546,31,1,280,259,21
730,28,10,328,42,286
162,28,6,100,16,84
433,5,15,399,167,232
730,21,7,225,194,31
472,7,21,436,377,59
39,23,24,394,18,376
656,28,5,244,27,217
529,21,15,220,43,177
657,16,10,166,87,79
439,14,5,171,19,152
95,9,18,279,190,89
656,21,10,181,70,111
290,11,18,221,167,54
46,17,4,491,124,367
348,21,19,60,6,54
324,16,23,109,31,78
141,17,25,420,242,178
408,17,3,374,54,320
138,17,3,142,33,109
385,36,7,435,378,57
523,4,24,317,89,228
564,3,8,240,228,12
496,28,8,242,48,194
647,4,25,293,174,119
457,5,12,51,25,26
368,13,4,225,7,218
608,17,12,363,20,343
64,1,3,216,140,76
730,31,1,67,33,34
132,1,7,225,91,134
555,31,5,92,22,70
272,3,6,349,325,24
614,4,4,457,181,276
57,17,18,373,115,258
243,22,9,80,8,72
109,22,14,193,98,95
482,11,10,462,199,263
38,17,7,285,123,162
344,36,18,394,15,379
611,31,3,190,134,56
388,24,18,295,219,76
414,21,24,436,311,125
730,22,5,499,127,372
610,9,21,168,112,56
279,43,19,482,134,348
100,13,1,81,36,45
526,21,10,110,48,62
571,11,25,374,274,100
214,11,12,376,218,158
17,36,21,154,64,90
730,36,23,108,48,60
632,15,12,334,329,5
262,7,24,258,56,202
325,1,10,493,418,75
408,36,1,273,238,35
610,9,7,346,313,33
319,11,19,242,8,234
658,43,4,105,64,41
124,9,14,221,177,44
352,5,15,500,213,287
227,22,18,85,50,35
242,11,5,471,354,117
232,11,25,207,127,80
509,11,25,124,56,68
630,30,18,271,219,52
635,4,3,356,280,76
172,4,8,425,259,166
730,1,11,152,23,129
436,15,17,63,14,49
240,21,23,282,259,23
170,3,9,156,35,121
236,13,21,316,248,68
300,14,24,351,31,320
401,16,9,346,127,219
362,36,24,292,167,125
586,43,24,254,95,159
317,13,21,292,98,194
217,21,14,319,91,228
377,9,17,63,7,56
730,24,1,302,42,260
730,5,17,456,364,92
561,7,1,436,1,435
113,17,24,428,134,294
630,16,4,317,143,174
600,15,24,431,365,66
16,22,15,98,92,6
106,43,11,382,344,38
104,24,17,376,360,16
405,9,4,267,181,86
659,30,21,109,74,35
397,24,24,487,275,212
125,21,10,324,229,95
171,21,17,260,186,74
239,36,12,244,219,25
172,17,21,411,297,114
730,28,9,482,246,236
256,16,6,288,177,111
644,14,5,364,38,326
478,31,7,429,321,108
600,23,18,415,32,383
422,36,8,87,25,62
730,22,25,349,312,37
611,7,1,225,190,35
236,13,21,405,275,130
430,4,19,174,158,16
46,11,18,330,88,242
730,15,5,234,33,201
352,28,9,433,309,124
396,28,3,309,83,226
7,31,4,192,166,26
214,1,15,377,301,76
267,5,10,258,32,226
660,24,6,67,65,2
251,23,11,283,65,218
594,36,5,296,11,285
304,9,5,215,93,122
730,14,12,108,29,79
77,21,9,324,79,245
661,16,12,384,312,72
441,23,24,201,164,37
482,17,11,212,47,165
330,5,4,252,171,81
635,15,11,421,148,273
380,1,5,132,102,30
314,7,10,118,20,98
90,1,23,239,198,41
479,21,3,234,91,143
282,30,12,419,126,293
484,21,1,151,12,139
96,36,9,329,25,304
405,13,4,346,253,93
730,15,15,58,32,26
192,31,9,454,305,149
730,1,18,162,114,48
662,17,25,92,1,91
498,11,8,374,313,61
59,22,9,63,32,31
644,30,21,222,129,93
183,14,18,324,36,288
66,13,19,325,81,244
663,22,24,155,84,71
193,16,6,171,79,92
230,16,9,451,328,123
221,9,19,58,30,28
112,17,19,311,154,157
730,43,19,329,135,194
135,11,3,79,36,43
617,22,5,87,56,31
563,21,7,259,181,78
306,21,19,351,200,151
388,28,10,341,42,299
472,21,1,113,39,74
730,21,8,50,6,44
534,7,24,180,177,3
664,24,23,465,24,441
730,30,5,204,104,100
230,16,24,186,116,70
665,15,24,434,187,247
489,22,11,66,22,44
71,5,7,259,184,75
534,14,25,97,91,6
730,13,23,227,21,206
658,21,19,374,77,297
463,28,9,243,93,150
644,21,1,396,345,51
350,28,12,410,138,272
730,43,15,446,92,354
666,17,1,337,252,85
730,21,11,72,64,8
667,31,25,65,5,60
53,36,17,416,49,367
160,14,5,258,146,112
600,5,8,357,119,238
212,23,9,381,130,251
668,13,7,103,58,45
451,36,8,323,319,4
92,21,9,195,107,88
730,7,9,453,94,359
730,3,11,152,101,51
160,4,21,91,84,7
607,4,9,71,26,45
1,4,10,124,115,9
294,16,23,471,156,315
669,24,7,375,271,104
473,7,12,93,63,30
730,4,23,482,262,220
285,17,25,163,133,30
59,22,10,424,121,303
207,31,4,283,248,35
651,14,14,420,240,180
463,17,23,403,161,242
320,13,12,199,46,153
326,14,23,397,226,171
238,13,17,450,52,398
670,16,23,368,324,44
93,14,15,339,137,202
555,11,23,295,85,210
546,3,21,362,310,52
266,31,3,363,105,258
632,21,6,420,104,316
462,5,15,107,17,90
608,16,14,235,202,33
730,3,5,104,64,40
438,5,17,138,137,1
529,14,24,68,5,63
355,4,7,464,72,392
251,23,6,416,82,334
351,23,1,112,15,97
730,23,12,364,355,9
295,23,5,392,226,166
216,17,5,215,132,83
259,43,8,288,91,197
443,43,5,161,46,115
475,11,7,434,112,322
186,4,4,145,4,141
47,21,9,290,74,216
163,31,23,106,17,89
331,43,23,98,55,43
442,3,5,379,249,130
382,14,25,381,275,106
360,7,8,329,264,65
78,15,1,396,319,77
671,30,11,364,362,2
149,43,5,449,334,115
414,14,9,192,12,180
595,5,5,341,202,139
588,23,18,341,303,38
612,36,11,169,116,53
495,16,23,257,208,49
193,36,7,365,22,343
434,14,6,183,159,24
468,21,18,199,198,1
171,4,18,202,1,201
438,5,23,369,2,367
454,21,12,130,14,116
628,4,12,66,65,1
435,1,14,64,47,17
421,31,18,185,16,169
278,13,1,213,182,31
730,13,7,202,103,99
63,17,17,445,1,444
541,24,25,61,32,29
485,4,19,472,415,57
105,17,18,480,20,460
303,14,23,391,92,299
260,28,25,252,237,15
318,14,25,369,215,154
500,1,4,236,131,105
481,21,1,93,50,43
232,3,6,429,236,193
730,5,3,137,51,86
462,28,19,110,108,2
558,22,1,164,56,108
549,14,19,233,128,105
121,22,24,358,159,199
391,17,3,320,274,46
502,7,7,491,454,37
660,13,10,64,50,14
432,5,23,272,113,159
730,13,8,124,19,105
62,28,7,464,180,284
672,43,17,222,71,151
251,21,10,337,209,128
263,4,19,210,170,40
673,14,7,81,19,62
592,4,12,144,85,59
730,36,21,499,129,370
674,21,24,195,93,102
635,31,6,300,77,223
52,3,18,342,5,337
604,5,10,142,90,52
675,17,25,206,84,122
145,43,8,472,150,322
411,24,4,365,15,350
676,13,4,267,83,184
283,13,21,317,81,236
529,23,5,421,72,349
68,22,25,386,274,112
599,30,10,420,348,72
677,31,7,282,170,112
501,3,18,368,72,296
676,5,23,67,36,31
730,31,3,331,140,191
40,21,5,94,35,59
283,30,9,299,3,296
109,1,25,237,190,47
407,23,25,376,189,187
130,43,24,107,107,0
122,14,15,303,125,178
302,30,18,370,98,272
263,28,7,398,190,208
730,5,14,472,434,38
403,36,3,469,299,170
81,11,1,331,160,171
273,21,24,283,235,48
376,9,9,210,28,182
372,28,18,481,341,140
19,36,25,89,10,79
108,31,8,245,47,198
288,30,1,141,122,19
184,24,18,411,2,409
30,22,3,340,297,43
63,22,8,443,312,131
678,15,4,444,394,50
730,16,3,395,18,377
594,23,9,417,37,380
679,9,5,229,35,194
208,23,3,490,63,427
678,5,11,424,307,117
730,15,17,183,127,56
80,23,7,335,13,322
240,28,15,232,199,33
680,21,21,444,17,427
99,30,1,275,73,202
473,31,23,436,299,137
101,28,18,426,153,273
137,21,25,159,22,137
100,21,17,308,90,218
343,23,23,500,219,281
730,1,25,244,13,231
73,4,10,455,204,251
482,1,12,423,332,91
681,11,7,293,188,105
730,11,17,466,360,106
730,11,25,258,153,105
545,13,12,60,12,48
104,30,25,233,26,207
274,16,8,473,281,192
618,9,6,110,91,19
354,5,5,301,214,87
82,11,21,173,68,105
478,4,21,312,71,241
594,4,19,279,95,184
530,23,8,129,65,64
81,28,4,379,123,256
85,22,14,169,101,68
154,5,7,162,161,1
8,14,25,57,17,40
325,17,6,311,182,129
730,30,15,50,25,25
93,24,15,483,442,41
504,43,3,284,246,38
232,15,9,218,12,206
667,43,3,297,200,97
67,31,25,477,376,101
496,36,11,418,20,398
359,4,9,332,173,159
502,24,4,269,5,264
130,13,9,176,63,113
423,23,15,343,196,147
335,28,6,322,211,111
69,31,4,377,250,127
1,21,14,180,138,42
75,16,8,293,276,17
682,31,18,185,108,77
97,28,1,155,132,23
364,16,25,243,164,79
45,13,10,480,120,360
238,13,15,405,179,226
44,9,21,326,32,294
162,21,4,97,2,95
299,9,3,435,117,318
168,4,11,217,49,168
534,15,14,372,45,327
633,16,15,290,193,97
330,1,3,428,304,124
1,1,11,165,28,137
405,5,18,252,193,59
69,11,25,364,210,154
478,15,6,387,380,7
603,21,17,185,53,132
291,23,6,479,214,265
121,43,17,210,63,147
730,22,15,335,243,92
4,21,23,438,393,45
730,17,8,240,224,16
250,15,12,209,132,77
454,17,1,143,113,30
552,43,17,102,11,91
228,17,3,354,110,244
340,22,6,192,109,83
543,13,7,211,19,192
730,22,18,91,10,81
730,21,4,299,116,183
221,28,12,348,312,36
390,11,21,500,372,128
730,21,9,261,72,189
376,15,8,209,121,88
589,21,9,245,136,109
127,31,10,388,325,63
325,5,19,85,69,16
463,1,25,170,1,169
642,14,7,89,69,20
174,36,12,273,244,29
267,5,11,482,20,462
412,9,5,334,121,213
135,28,14,407,268,139
291,17,1,78,75,3
79,36,18,266,111,155
