DateKey,ProductKey,CustomerKey,SupplierKey,ShipperKey,QuantitySold,TotalAmount,DiscountAmount,NetAmount
543,31,1,7,17,63,14415.66,33.86,14381.8
418,9,2,1,16,80,34648.0,67.46,34580.54
261,31,2,19,16,96,21966.72,64.54,21902.18
544,21,1,5,15,67,30893.03,0.45,30892.58
545,13,3,17,16,95,80505.84999999999,92.77,80413.07999999999
121,17,3,19,16,7,5881.33,165.93,5715.4
30,13,3,17,17,73,61862.39,119.88,61742.51
730,1,1,17,17,18,11742.3,95.17,11647.13
250,4,2,7,8,71,25844.71,17.72,25826.99
226,31,2,1,4,44,10068.08,34.97,10033.11
29,17,3,3,15,49,41169.310000000005,121.3,41048.01
546,21,1,11,16,22,18643.46,178.41,18465.05
534,13,2,8,4,95,80505.84999999999,232.42,80273.43
423,1,1,7,2,68,44359.8,19.11,44340.69
273,30,2,1,8,51,22022.82,54.56,21968.26
380,22,1,9,16,83,72446.55,76.71,72369.84
197,28,3,5,2,82,3790.86,0.49,3790.37
287,28,1,24,16,19,878.3699999999999,7.78,870.5899999999999
547,14,1,5,15,28,12910.52,54.87,12855.649999999998
548,17,1,15,15,84,70575.96,116.05,70459.91
305,4,2,21,4,84,30576.84,24.05,30552.79
549,13,1,14,17,15,12711.45,172.45,12538.999999999998
99,3,2,3,17,90,34791.3,38.62,34752.68
262,5,2,23,15,91,60064.55,127.09,59937.46
730,13,2,7,17,46,38981.78,151.3,38830.48
131,9,2,11,2,33,14292.3,62.57,14229.73
310,3,1,21,16,3,1159.71,102.49,1057.22
168,31,2,5,4,94,21509.08,17.61,21491.47
220,14,2,1,4,11,5071.99,13.81,5058.179999999999
148,43,3,24,17,67,17996.870000000003,68.93,17927.940000000002
550,11,1,24,17,93,86517.9,123.43,86394.47
142,43,3,11,16,99,26592.390000000003,29.13,26563.26
226,13,1,18,15,65,55082.95,167.54,54915.41
78,30,2,12,8,73,31522.86,16.22,31506.64
71,3,2,19,4,30,11597.1,6.16,11590.94
551,17,1,1,2,63,52931.97,143.03,52788.94
6,16,1,1,16,61,39717.71,156.42,39561.29
552,24,2,9,4,85,54579.35,71.83,54507.52
289,31,1,6,16,71,16246.22,29.88,16216.34
527,17,1,21,15,91,76457.29000000001,29.29,76428.00000000001
553,16,2,23,16,13,8464.43,76.46,8387.970000000001
554,7,3,3,16,64,4352.64,8.31,4344.33
730,22,3,25,8,65,56735.25,190.84,56544.41
352,24,3,10,2,75,48158.25,119.05,48039.2
555,22,3,18,2,38,33168.3,103.2,33065.100000000006
338,31,3,17,16,27,6178.139999999999,34.15,6143.99
106,17,2,10,15,13,10922.47,81.89,10840.580000000002
232,7,1,15,15,86,5848.860000000001,6.69,5842.170000000001
394,28,3,15,17,52,2403.96,9.83,2394.13
448,43,2,1,2,88,23637.68,43.47,23594.21
147,13,3,19,8,1,847.43,204.61,642.8199999999999
99,17,2,7,17,61,51251.59,190.25,51061.34
447,15,1,10,2,51,35362.89,30.12,35332.77
556,17,2,25,8,22,18484.18,102.23,18381.95
147,4,3,1,16,10,3640.1,20.43,3619.67
730,14,3,15,17,78,35965.02,123.05,35841.969999999994
102,43,2,10,16,85,22831.85,11.48,22820.370000000003
155,21,3,12,2,68,44359.8,31.92,44327.880000000005
730,9,3,25,17,59,25552.9,124.82,25428.08
471,30,2,4,4,7,3022.74,97.09,2925.65
393,14,1,19,8,66,30431.94,64.88,30367.06
301,22,3,3,15,92,80302.2,146.3,80155.9
557,14,3,10,17,100,46109.0,7.96,46101.04
558,28,2,23,17,72,3328.56,2.11,3326.45
199,23,1,4,15,30,29853.9,88.89,29765.01
26,43,1,23,17,99,26592.390000000003,24.45,26567.94
559,30,2,8,15,80,34545.6,50.98,34494.619999999995
517,36,2,18,4,75,71364.75,42.28,71322.47
216,28,3,24,8,27,1248.2099999999998,13.0,1235.2099999999998
730,36,2,19,4,86,81831.58,214.85,81616.73
402,11,1,15,2,39,36281.7,89.63,36192.07
409,1,1,14,15,81,52840.35,120.5,52719.85
452,17,2,12,8,43,36128.170000000006,69.36,36058.810000000005
560,1,1,10,17,37,24136.95,123.23,24013.72
561,9,1,24,17,86,37246.6,83.95,37162.65
562,5,3,19,16,84,55444.2,152.86,55291.34
514,4,3,4,8,31,11284.31,71.23,11213.08
294,1,3,14,17,21,13699.35,0.98,13698.37
563,1,3,4,4,47,30660.45,35.74,30624.71
564,3,3,15,2,20,7731.4,114.91,7616.49
730,31,3,18,2,51,11669.82,0.8,11669.02
546,9,1,12,16,67,29017.7,81.19,28936.51
565,5,3,7,4,54,35642.7,53.74,35588.96
566,23,3,25,8,84,83590.92,188.27,83402.65
410,22,3,6,2,91,79429.35,20.32,79409.03
567,9,2,17,4,10,4331.0,20.07,4310.93
459,24,1,17,2,68,43663.48,88.75,43574.73
118,36,1,18,8,97,92298.41,245.81,92052.6
162,23,3,15,17,7,6965.91,206.73,6759.18
386,7,3,10,17,76,5168.76,7.33,5161.43
568,21,1,6,2,100,95153.0,164.88,94988.12
280,43,2,24,17,39,10475.79,19.54,10456.25
539,21,3,17,4,87,73096.53,113.99,72982.54
404,4,3,7,17,52,18928.52,2.8,18925.72
171,30,1,25,8,10,4318.2,1.11,4317.09
82,13,3,3,16,89,75421.26999999999,68.9,75352.37
148,24,2,8,16,57,36600.27,58.52,36541.75000000001
142,36,1,10,4,31,29497.43,226.69,29270.74
208,23,1,19,15,15,14926.95,91.9,14835.05
343,43,1,15,2,15,4029.15,22.5,4006.65
101,11,1,9,16,65,60469.5,272.94,60196.56
154,36,3,21,15,76,72316.28,182.66,72133.62
170,5,1,5,8,20,13201.0,10.25,13190.75
246,14,1,19,2,2,922.18,110.87,811.31
569,9,2,21,16,3,1299.3000000000002,127.13,1172.17
341,3,2,10,8,32,12370.24,92.56,12277.68
351,21,2,11,16,89,32396.89,75.24,32321.65
349,22,2,19,4,13,11347.05,209.4,11137.65
245,7,1,14,4,49,3332.49,1.45,3331.0400000000004
570,21,1,5,2,80,51368.8,153.97,51214.83
730,15,1,21,15,14,9707.46,130.12,9577.339999999998
730,3,3,12,2,34,13143.38,79.82,13063.56
550,36,1,4,17,78,74219.34,142.88,74076.45999999999
415,16,1,23,4,84,54693.24,172.66,54520.58
125,5,3,10,8,99,65344.95,111.25,65233.7
730,4,1,4,15,19,6916.19,62.03,6854.16
255,13,3,18,2,59,49998.37,148.9,49849.47
571,4,1,18,8,37,13468.37,75.75,13392.62
392,43,2,14,17,18,4834.9800000000005,32.29,4802.6900000000005
228,3,2,6,15,51,19715.07,102.33,19612.74
259,7,2,3,4,77,5236.77,14.23,5222.540000000001
530,4,2,24,2,21,7644.21,34.37,7609.84
730,3,3,25,2,36,13916.52,34.24,13882.28
274,1,3,14,4,81,52840.35,134.75,52705.6
292,22,2,1,4,81,70700.85,88.83,70612.02
136,11,3,7,17,1,930.3,150.67,779.63
572,7,2,1,16,69,4692.6900000000005,5.26,4687.43
360,23,2,21,2,7,6965.91,242.81,6723.099999999999
115,28,2,24,8,52,2403.96,12.63,2391.33
452,3,3,15,2,60,23194.2,67.15,23127.05
527,3,2,21,8,65,25127.05,60.39,25066.66
173,15,2,17,8,71,49230.69,61.68,49169.01
95,21,3,9,16,38,14689.66,69.29,14620.37
140,16,2,3,8,89,57948.79,169.4,57779.39
444,31,2,12,15,2,457.64,14.86,442.78
730,16,1,24,2,18,11719.98,112.55,11607.43
573,36,3,15,4,65,61849.45,218.4,61631.05
93,15,3,6,2,53,36749.67,51.48,36698.19
730,16,2,15,16,29,18882.19,105.28,18776.91
574,23,3,19,4,71,70654.23,127.29,70526.94
211,14,2,24,17,4,1844.36,122.37,1721.9899999999998
730,9,1,11,15,46,19922.6,0.67,19921.930000000004
242,22,1,17,17,86,75065.1,219.63,74845.47
258,16,2,8,17,47,30602.17,11.95,30590.22
575,28,1,10,16,20,924.6,4.61,919.99
222,28,1,6,2,69,3189.87,11.46,3178.41
506,7,1,23,17,56,3808.56,13.88,3794.68
179,9,3,18,4,57,24686.7,12.79,24673.91
576,3,2,6,15,46,17782.22,2.68,17779.54
235,22,3,10,16,48,41896.8,141.16,41755.64
324,14,1,8,15,19,8760.71,71.9,8688.81
305,4,3,17,2,15,5460.15,93.3,5366.849999999999
577,16,1,6,2,18,11719.98,48.4,11671.58
578,28,1,19,2,78,3605.94,4.69,3601.2499999999995
140,9,3,21,17,78,33781.8,124.07,33657.73
540,28,2,24,2,76,3513.48,12.5,3500.98
730,3,1,5,4,74,28606.18,83.21,28522.97
317,7,3,5,16,71,4828.71,12.35,4816.36
58,4,2,12,4,91,33124.91,74.96,33049.95
232,24,1,1,4,65,41737.15,82.84,41654.310000000005
415,5,2,24,15,7,4620.349999999999,120.01,4500.339999999999
302,43,2,17,2,34,9132.74,41.7,9091.04
296,36,2,4,2,16,15224.48,160.21,15064.27
548,14,3,24,16,32,14754.88,32.33,14722.55
730,7,2,11,15,95,6460.950000000001,13.98,6446.970000000001
56,30,3,1,2,22,9500.04,106.85,9393.19
281,13,1,17,4,96,81353.28,122.64,81230.64
6,17,3,7,17,58,48731.02,30.63,48700.39000000001
30,13,3,3,17,100,84743.0,76.37,84666.63
33,1,3,9,4,87,56754.45,20.38,56734.07000000001
185,21,3,23,15,69,29795.58,17.02,29778.56
242,43,3,12,17,83,22294.63,14.56,22280.07
730,31,2,25,16,20,4576.4,55.22,4521.179999999999
247,7,2,24,16,78,5304.780000000001,8.68,5296.1
535,21,3,6,8,73,31522.86,102.24,31420.62
579,14,3,1,15,92,42420.28,60.93,42359.35
386,22,3,4,17,15,13092.75,40.66,13052.09
212,17,1,4,17,66,55452.54,62.02,55390.52
502,22,1,12,15,39,34041.15,31.89,34009.26
580,36,1,17,8,80,76122.4,24.48,76097.92
581,17,3,5,15,24,20164.56,171.24,19993.32
237,1,2,19,17,62,40445.7,155.66,40290.04
502,21,1,12,2,73,31522.86,80.99,31441.87
582,43,1,17,4,61,16385.21,59.85,16325.36
583,4,3,24,16,48,17472.48,93.07,17379.41
584,21,2,3,15,13,12093.9,263.17,11830.73
497,31,1,6,8,100,22882.0,19.21,22862.79
98,3,3,14,16,31,11983.67,101.61,11882.06
585,31,1,24,15,2,457.64,5.31,452.33
586,31,2,5,16,37,8466.34,64.31,8402.03
507,24,2,24,8,44,28252.84,24.78,28228.06
191,1,2,3,17,84,54797.4,17.93,54779.47
730,13,1,17,16,20,16948.6,186.17,16762.43
587,21,3,10,8,34,7779.88,28.67,7751.21
76,43,3,15,8,49,13161.89,71.27,13090.62
334,21,3,1,4,58,37242.38,178.61,37063.77
90,14,1,12,16,73,33659.57,50.66,33608.91
588,43,3,19,8,88,23637.68,0.98,23636.7
197,36,3,9,15,61,58043.33,226.46,57816.87
562,15,2,5,15,98,67952.22,95.76,67856.46
113,4,2,7,2,48,17472.48,109.13,17363.35
260,22,1,4,8,61,53243.85,159.37,53084.48
589,11,1,11,4,58,53957.4,32.91,53924.48999999999
83,4,1,12,2,9,3276.09,56.05,3220.04
95,4,2,25,4,45,16380.45,58.74,16321.71
301,13,1,5,17,51,43218.93,171.86,43047.07
563,22,3,6,2,74,64590.9,72.85,64518.05
237,43,1,17,15,26,6983.860000000001,63.45,6920.410000000001
219,21,3,18,17,89,58744.45,92.25,58652.2
542,15,1,6,16,16,11094.24,20.54,11073.7
590,17,1,12,17,59,49571.21000000001,140.57,49430.64000000001
316,3,2,6,16,36,13916.52,91.34,13825.18
112,5,1,9,15,31,20461.55,95.05,20366.5
387,31,1,25,8,59,13500.38,64.12,13436.259999999998
730,28,2,9,17,3,138.69,8.89,129.8
730,22,3,18,8,38,33168.3,168.62,32999.68
591,28,2,6,8,100,4623.0,4.94,4618.06
592,30,3,12,17,20,8636.4,46.64,8589.76
209,7,2,17,16,21,1428.21,17.68,1410.53
82,22,3,25,2,41,35786.85,123.16,35663.689999999995
78,13,2,21,2,20,16948.6,231.12,16717.48
593,24,1,18,15,100,64211.0,58.1,64152.9
730,9,3,12,17,65,28151.5,72.58,28078.92
522,24,2,18,17,98,62926.78,43.58,62883.2
138,24,2,23,2,39,25042.29,180.91,24861.38
399,23,2,7,16,63,62693.19,287.49,62405.7
39,21,1,1,4,55,54732.15,54.35,54677.8
476,28,1,5,8,42,1941.66,10.78,1930.88
125,17,3,3,16,76,63854.44,214.19,63640.25
207,14,1,3,15,8,3688.72,92.11,3596.61
554,36,3,8,8,100,95153.0,230.86,94922.14
434,22,2,14,8,16,13965.6,34.82,13930.78
34,16,2,4,16,73,47531.03,103.92,47427.11
594,1,1,7,8,73,47621.55,181.23,47440.32
330,13,3,25,2,61,51693.23,181.74,51511.49
21,3,2,24,8,45,17395.65,28.96,17366.690000000002
75,14,1,14,15,39,17982.51,54.65,17927.859999999997
551,31,3,8,4,79,18076.78,20.8,18055.98
381,15,3,15,15,53,36749.67,136.08,36613.59
58,30,1,7,16,77,33250.14,21.51,33228.63
156,9,1,24,17,55,23820.5,96.94,23723.56
64,9,3,6,8,66,28584.6,78.34,28506.26
111,43,1,9,17,88,23637.68,71.61,23566.07
460,14,2,3,4,87,40114.83,125.44,39989.38999999999
730,30,1,25,4,88,38000.16,11.29,37988.87
412,30,1,8,17,23,9931.86,92.97,9838.89
173,4,2,15,15,84,30576.84,86.57,30490.27
595,1,2,4,2,64,41750.4,143.29,41607.11
42,7,3,14,17,78,5304.780000000001,4.18,5300.6
395,7,3,25,8,39,2652.3900000000003,19.1,2633.2900000000004
596,23,1,25,2,5,4975.65,272.04,4703.61
730,7,1,18,15,38,2584.38,20.29,2564.09
502,21,1,8,4,32,20875.2,50.29,20824.91
730,5,1,5,8,38,25081.9,84.09,24997.81
730,31,3,5,17,31,7093.42,1.25,7092.17
138,11,2,23,4,52,48375.6,263.19,48112.41
252,21,2,5,2,15,14926.95,58.56,14868.39
370,13,2,8,2,72,61014.96,116.76,60898.2
597,16,1,19,4,89,57948.79,76.17,57872.62
730,31,3,24,15,82,18763.24,18.54,18744.7
496,23,3,18,15,22,21892.86,283.19,21609.67
27,36,3,10,8,16,15224.48,181.8,15042.68
450,30,3,5,8,58,25045.56,108.7,24936.86
497,21,2,10,16,99,63568.89,154.12,63414.77
233,1,1,3,17,25,16308.75,107.11,16201.64
598,15,1,10,2,30,20801.7,119.44,20682.26
730,21,1,6,8,29,27594.37,282.49,27311.88
730,30,2,7,2,20,8636.4,12.71,8623.69
288,3,3,19,2,4,1546.28,78.24,1468.04
599,36,3,15,2,61,58043.33,38.31,58005.02
47,28,3,1,15,16,739.68,5.39,734.29
730,11,3,24,17,19,17675.7,159.02,17516.68
202,1,3,9,17,66,43055.1,194.13,42860.97
730,36,1,8,8,80,76122.4,145.41,75976.98999999999
600,28,3,10,16,8,369.84,8.47,361.37
122,24,2,3,8,91,58432.01,35.37,58396.64
99,11,2,14,8,73,67911.9,176.14,67735.76
241,1,3,4,2,72,46969.2,55.58,46913.62
352,21,1,18,15,41,15849.37,80.59,15768.78
418,16,1,3,8,69,44926.59,170.16,44756.43
580,13,2,21,15,26,22033.18,67.18,21966.0
10,3,3,24,16,94,36337.58,48.23,36289.35
438,14,3,11,15,28,12910.52,121.46,12789.06
254,24,2,6,15,76,48800.36,9.64,48790.72
437,43,1,14,4,7,1880.27,9.11,1871.16
173,11,1,19,16,65,60469.5,33.52,60435.98
74,23,2,4,15,78,77620.14,249.85,77370.29
180,9,3,3,8,29,12559.9,47.94,12511.96
730,21,2,24,8,31,29497.43,270.26,29227.17
46,23,3,17,16,44,43785.72,69.43,43716.29
154,14,2,23,17,37,17060.329999999998,49.51,17010.82
730,9,3,1,8,37,16024.7,71.17,15953.53
164,17,2,5,16,72,60493.68000000001,200.27,60293.41000000001
81,15,3,18,4,76,52697.64,168.61,52529.03
113,9,3,1,15,68,29450.800000000003,98.99,29351.81
451,11,2,25,17,66,61399.8,33.97,61365.83
465,9,2,7,16,54,23387.4,61.18,23326.22
592,43,3,23,15,33,8864.130000000001,45.73,8818.400000000001
601,11,3,6,17,83,77214.9,244.9,76970.0
4,1,1,24,2,54,35226.9,118.04,35108.86
214,43,2,7,2,49,13161.89,1.87,13160.02
564,28,1,17,2,83,3837.09,1.71,3835.38
431,17,2,8,15,50,42009.5,236.49,41773.01
219,21,3,24,4,71,46863.55,16.99,46846.56
312,15,2,19,2,12,8320.68,89.29,8231.39
602,24,3,9,8,94,60358.34,102.88,60255.46000000001
464,14,1,5,16,78,35965.02,72.96,35892.06
210,31,1,12,8,70,16017.4,55.7,15961.7
1,22,2,4,4,27,23566.95,237.47,23329.48
430,28,2,25,4,80,3698.4,0.46,3697.94
112,3,1,18,17,12,4638.84,63.3,4575.54
570,17,2,1,4,37,31087.03,250.83,30836.2
469,36,1,9,17,80,76122.4,143.18,75979.22
603,36,1,21,17,91,86589.23,253.89,86335.34
730,17,2,5,2,88,73936.72,112.37,73824.35
299,14,3,1,8,68,31354.12,102.13,31251.99
513,1,1,7,15,31,20222.85,87.57,20135.28
80,23,2,5,8,20,19902.6,41.24,19861.36
151,13,2,18,8,79,66946.97,18.9,66928.07
348,9,3,3,16,23,9961.3,57.95,9903.35
730,4,3,8,17,50,18200.5,24.29,18176.21
604,5,1,4,8,25,16501.25,73.59,16427.66
605,43,1,5,15,21,5640.81,43.7,5597.110000000001
178,28,2,12,15,36,1664.28,7.23,1657.05
224,7,2,21,8,22,1496.22,16.24,1479.98
606,43,3,23,16,15,4029.15,52.63,3976.52
526,5,3,15,16,41,27062.05,76.16,26985.89
412,21,2,9,17,3,2790.9,183.47,2607.43
730,13,2,18,15,90,76268.7,242.44,76026.26
146,28,2,25,8,7,323.61,9.74,313.86999999999995
225,22,1,19,16,39,34041.15,202.74,33838.41
32,1,1,8,2,37,24136.95,192.81,23944.14
201,23,3,18,2,94,93542.22,273.36,93268.86
341,30,3,19,15,51,22022.82,36.29,21986.53
18,23,3,18,2,19,18907.47,40.99,18866.48
254,4,2,6,8,23,8372.23,54.29,8317.939999999999
229,11,2,17,4,59,54887.7,10.27,54877.43
384,17,2,14,2,1,840.19,89.04,751.1500000000001
427,23,3,23,8,56,55727.28,23.3,55703.98
520,24,1,4,4,81,52010.91,144.4,51866.51
58,21,2,18,17,20,13867.8,57.92,13809.88
304,4,2,18,2,58,21112.58,32.19,21080.39
333,22,3,14,15,83,72446.55,238.38,72208.17
48,43,3,11,17,64,17191.04,20.42,17170.620000000003
66,17,1,12,4,68,57132.920000000006,10.18,57122.740000000005
549,4,1,5,16,88,32032.88,22.64,32010.24
730,13,3,11,17,78,66099.54,245.01,65854.53
98,24,1,18,17,93,59716.23,76.6,59639.630000000005
83,17,2,8,16,8,6721.52,134.29,6587.2300000000005
730,24,2,6,16,55,35316.05,55.36,35260.69
539,15,1,10,16,93,64485.27,120.07,64365.2
98,13,3,24,8,45,38134.35,82.1,38052.25
457,23,2,17,8,6,5970.78,133.99,5836.79
428,21,2,15,15,58,53957.4,270.11,53687.28999999999
455,4,2,23,17,24,8736.24,63.92,8672.32
129,21,2,24,2,22,18484.18,30.72,18453.46
568,9,1,23,15,9,3897.9,68.98,3828.92
377,21,3,24,17,73,19608.53,23.93,19584.6
296,9,3,6,2,18,7795.8,75.23,7720.570000000001
17,31,1,23,4,39,8923.98,43.94,8880.039999999999
730,21,2,1,4,24,5491.68,7.96,5483.72
607,21,1,6,16,60,57091.8,245.37,56846.42999999999
341,4,3,19,8,53,19292.53,22.2,19270.33
325,14,1,12,8,33,15215.97,115.87,15100.1
118,13,1,1,8,78,66099.54,150.3,65949.23999999999
730,11,1,7,4,76,70702.8,15.33,70687.47
608,21,1,17,15,94,4345.62,11.07,4334.55
120,21,2,9,17,45,39278.25,4.11,39274.14
730,36,3,9,4,83,78976.98999999999,226.57,78750.41999999998
609,36,2,23,17,30,28545.9,32.88,28513.02
175,9,3,8,16,53,22954.300000000003,115.91,22838.390000000003
414,14,3,1,4,31,14293.79,108.99,14184.8
185,43,2,15,2,62,16653.82,50.79,16603.03
195,9,3,14,16,37,16024.7,42.01,15982.69
382,21,3,18,16,15,4029.15,38.84,3990.31
610,43,1,21,4,42,11281.62,58.54,11223.08
730,36,3,11,8,44,41867.32,94.88,41772.44
34,28,2,18,16,58,2681.34,2.17,2679.17
549,13,1,18,4,64,54235.52,125.72,54109.8
39,4,1,23,17,15,5460.15,55.19,5404.96
578,21,2,6,4,45,19431.9,55.63,19376.27
611,13,3,18,16,14,11864.02,72.5,11791.52
336,23,3,17,15,75,74634.75,147.9,74486.85
557,9,1,11,8,41,17757.100000000002,18.2,17738.9
29,5,1,8,8,100,66005.0,15.0,65990.0
555,11,1,3,8,34,31630.2,238.83,31391.369999999995
730,4,1,4,4,38,13832.38,67.93,13764.45
470,16,2,7,16,100,65111.0,180.25,64930.75
349,21,3,4,16,96,4438.08,0.51,4437.57
517,21,3,23,15,42,35592.06,167.89,35424.17
532,4,1,10,16,47,17108.47,50.59,17057.88
189,30,3,23,8,40,17272.8,43.07,17229.73
612,15,1,6,2,32,22188.48,114.76,22073.72
371,31,3,9,16,62,14186.84,25.99,14160.85
334,21,3,21,16,63,40452.93,45.54,40407.39
514,36,1,19,17,59,56140.27,123.9,56016.37
14,14,3,4,8,18,8299.619999999999,126.41,8173.209999999999
261,21,1,18,8,70,3236.1,11.58,3224.52
47,24,1,3,2,79,50726.69,68.7,50657.990000000005
401,22,3,9,16,9,7855.650000000001,250.5,7605.150000000001
28,5,1,6,17,93,61384.65,129.02,61255.63
730,13,2,18,2,24,20338.32,158.01,20180.31
158,22,3,25,8,19,16584.15,173.87,16410.280000000002
307,7,3,18,4,13,884.1300000000001,13.89,870.2400000000001
730,17,2,1,17,23,19324.370000000003,96.9,19227.47
552,17,1,8,15,93,78137.67,73.52,78064.15
509,16,1,5,15,97,63157.67,106.84,63050.83
450,16,3,21,17,33,21486.63,25.96,21460.67
11,28,2,15,4,34,1571.82,5.33,1566.49
488,36,3,4,17,15,14272.95,228.41,14044.54
62,4,2,12,2,38,13832.38,55.3,13777.08
613,31,2,12,2,91,20822.62,42.74,20779.88
57,9,3,5,2,28,12126.8,57.55,12069.250000000002
380,36,1,6,16,16,15224.48,142.32,15082.16
34,9,1,12,17,39,16890.9,55.64,16835.260000000002
420,17,1,25,2,94,78977.86,190.57,78787.29
126,43,2,10,15,53,14236.33,30.63,14205.7
614,17,2,18,4,97,81498.43000000001,91.37,81407.06000000001
417,5,1,8,16,11,7260.549999999999,186.07,7074.48
57,1,3,7,4,57,37183.95,151.89,37032.060000000005
194,21,3,3,16,9,2417.49,68.95,2348.5400000000004
243,15,3,1,8,33,22881.87,165.09,22716.78
730,23,2,25,15,38,37814.94,249.12,37565.82
58,11,1,17,2,21,19536.3,106.35,19429.95
109,23,2,15,16,41,40800.33,102.75,40697.58
615,3,2,6,15,43,16622.51,49.95,16572.559999999998
335,30,1,14,15,77,33250.14,18.64,33231.5
434,5,2,1,4,97,64024.85,120.08,63904.77
616,1,3,1,16,74,48273.9,176.55,48097.35
188,17,2,23,8,47,39488.93,49.12,39439.81
553,7,2,14,15,57,3876.57,7.54,3869.03
84,24,1,12,17,72,46231.92,89.48,46142.44
273,31,2,5,17,41,9381.62,7.47,9374.15
80,15,1,8,2,62,42990.18,196.28,42793.9
15,3,2,5,17,94,36337.58,107.07,36230.51
506,14,1,25,16,90,41498.1,34.09,41464.01
258,17,1,1,16,1,840.19,33.24,806.95
569,7,1,15,15,77,5236.77,7.04,5229.7300000000005
109,3,2,1,8,55,21261.35,107.84,21153.51
211,21,2,19,4,13,3491.9300000000003,21.75,3470.1800000000003
259,3,3,9,16,44,17009.079999999998,78.22,16930.859999999997
63,16,1,18,15,3,1953.33,35.04,1918.29
617,21,2,5,2,65,42322.15,147.24,42174.91
107,7,3,25,2,5,340.05,11.1,328.95
568,23,3,12,17,82,81600.66,168.0,81432.66
53,23,1,17,8,81,80605.53,126.84,80478.69
461,3,3,17,15,28,10823.96,38.76,10785.2
140,7,3,15,17,97,6596.97,19.34,6577.63
730,30,2,24,15,69,29795.58,39.09,29756.49
618,1,2,24,15,97,63277.95,175.98,63101.97
619,24,2,3,17,61,39168.71,185.56,38983.15
356,17,3,12,2,50,42009.5,249.91,41759.59
730,23,1,14,17,61,60702.93,72.22,60630.71
109,22,2,11,15,22,19202.7,105.59,19097.11
730,17,2,24,17,44,36968.36,21.9,36946.46
730,36,3,24,15,87,82783.11,206.17,82576.94
51,1,3,8,16,11,7175.85,115.54,7060.31
293,1,1,15,15,99,64582.65,45.44,64537.21
536,14,1,8,2,61,28126.49,71.84,28054.65
227,7,3,14,15,90,6120.900000000001,13.63,6107.27
63,23,2,8,2,27,26868.51,67.83,26800.68
118,9,3,25,4,17,7362.700000000001,42.12,7320.580000000001
43,1,2,1,2,7,4566.45,103.26,4463.19
262,1,2,8,8,91,59363.85,106.13,59257.72
730,7,3,24,15,42,2856.42,6.51,2849.91
730,31,1,4,15,10,2288.2,15.0,2273.2
620,13,2,10,17,38,32202.34,144.87,32057.47
730,5,2,7,17,31,20461.55,95.25,20366.3
621,21,3,4,8,18,8299.619999999999,113.16,8186.459999999999
78,21,3,25,4,21,13484.31,128.91,13355.4
66,4,3,11,4,71,25844.71,109.13,25735.58
269,5,2,4,16,11,7260.549999999999,116.9,7143.65
242,5,2,19,17,28,18481.4,34.87,18446.53
382,13,2,11,4,79,66946.97,110.57,66836.4
226,9,1,19,4,68,29450.800000000003,9.46,29441.340000000004
575,24,2,1,2,78,50084.58,52.44,50032.14
125,1,3,14,16,67,43707.45,147.38,43560.07000000001
184,13,1,14,4,47,39829.21,190.39,39638.82
730,14,2,19,2,53,24437.77,73.99,24363.78
178,21,2,17,2,65,3004.95,2.69,3002.26
622,3,3,10,16,73,28219.61,21.89,28197.72
612,24,2,4,15,2,1284.22,82.08,1202.14
623,4,2,17,2,2,728.02,58.37,669.65
430,14,3,1,8,77,35503.93,123.26,35380.67
612,43,2,5,2,24,6446.64,20.27,6426.37
624,16,2,7,15,15,9766.65,139.75,9626.9
122,43,2,23,2,1,268.61,35.77,232.84
289,13,1,8,8,91,77116.12999999999,143.46,76972.66999999998
369,22,2,17,2,94,82047.90000000001,43.51,82004.39000000001
730,30,3,18,15,92,39727.44,115.25,39612.19
28,14,1,4,2,66,30431.94,12.62,30419.32
259,7,2,17,8,71,4828.71,18.96,4809.75
282,9,2,24,8,54,23387.4,81.65,23305.75
83,28,1,8,16,68,3143.64,3.45,3140.19
13,3,1,14,17,12,4638.84,36.78,4602.06
537,15,3,5,15,52,36056.28,198.75,35857.53
730,5,3,4,17,13,8580.65,65.17,8515.48
213,4,3,19,15,64,23296.64,64.84,23231.8
625,28,1,11,4,64,2958.72,12.95,2945.77
626,23,2,6,4,30,29853.9,236.36,29617.54
489,7,3,3,4,6,408.06000000000006,16.73,391.33
286,15,2,15,16,50,34669.5,169.91,34499.59
429,21,3,12,8,6,277.38,7.18,270.2
627,21,1,18,4,36,1664.28,6.55,1657.73
491,14,1,21,16,6,2766.54,42.97,2723.57
730,28,1,5,17,45,2080.35,6.21,2074.14
628,1,2,18,4,47,30660.45,140.14,30520.31
236,22,3,3,15,24,20948.4,41.68,20906.72
574,11,1,21,8,55,51166.5,92.83,51073.67
629,1,2,4,15,98,63930.3,121.98,63808.32
160,9,3,18,2,39,16890.9,37.34,16853.56
407,36,1,6,2,81,77073.93,145.45,76928.48
131,17,3,1,15,45,37808.55,207.76,37600.79
524,31,3,24,2,5,1144.1,32.92,1111.1799999999998
566,7,1,19,2,78,5304.780000000001,1.56,5303.22
560,11,1,17,8,80,74424.0,93.83,74330.17
217,24,1,3,17,93,59716.23,139.65,59576.58
51,11,2,4,15,27,25118.1,248.05,24870.05
472,24,1,24,2,60,38526.6,152.47,38374.13
16,14,2,21,8,91,41959.19,25.45,41933.74
302,22,2,15,2,44,38405.4,196.51,38208.89
